,Date,Pure SPX Portfolio Value,Pure SPX Daily Return,Rebalanced 60/40 Portfolio Value,Rebalanced 60/40 Daily Return,Rebalanced Equal Weighted SAA Portfolio Value,Rebalanced Equal Weighted SAA Daily Return,Rebalanced SAA Portfolio Value,Rebalanced SAA Daily Return,Rebalanced Ray Dalio Portfolio Value,Rebalanced Ray Dalio Portfolio Daily Return
0,2001-05-31,100.65887035614745,,100.63498349241453,,100.22693231582309,,100.37632635196627,,100.0,
1,2001-06-01,101.06607542230016,0.004045396741608087,100.96875396475845,0.0033166445778676223,100.22620745454351,-7.232200595508331e-06,99.86899480720193,-0.0050542948043884595,100.10060975609755,0.001006097560975583
2,2001-06-04,101.60901551050378,0.005372129925249158,101.37435625841941,0.004017107052767255,100.36937880523332,0.001428482173734258,99.65555537338216,-0.002137194173545298,100.1633275261324,0.000626547332605254
3,2001-06-05,102.99293308408329,0.013620027382672983,102.34143172532004,0.009539645947890252,100.60683778403408,0.002365850836454353,99.54771281768694,-0.0010821529747253589,100.39329268292683,0.002295901728448735
4,2001-06-06,101.8693755705943,-0.01090907385433637,101.68130922079641,-0.00645019806147884,101.02505303136505,0.004156926671611716,99.19426426868695,-0.0035505441460750298,100.26655052264809,-0.0012624564539289729
5,2001-06-07,102.45434038092756,0.005742302895808793,101.95069096077957,0.002649274896709075,101.05418128519047,0.0002883270332594279,99.09073156661454,-0.0010437367809087439,100.33841463414635,0.0007167306656472583
6,2001-06-08,101.44623009259932,-0.009839605472838575,101.25486460293199,-0.006825126453682051,100.55927382647853,-0.004897446621384471,98.61077589198192,-0.004843598054475651,100.20775261324042,-0.001302213328587598
7,2001-06-11,100.55888050004592,-0.008746994262314511,100.84671667273417,-0.004030897002315403,100.16953537616644,-0.0038757086788893114,98.13692148627925,-0.004805300449331473,100.05226480836237,-0.0015516544461202653
8,2001-06-12,100.68253945251932,0.0012297168769033195,101.02318633642838,0.0017498801102953099,99.56221729898036,-0.006062902008134752,97.38400943408556,-0.0076720569668466965,100.06010452961672,7.835625979457639e-05
9,2001-06-13,99.50922853237114,-0.011653568995461216,100.31563745178514,-0.007003826649131462,100.23234483309436,0.006730741362475312,97.54961053142519,0.0017004957826440847,99.92552264808363,-0.0013450104031548227
10,2001-06-14,97.68525898338817,-0.018329652192908163,99.30516036313371,-0.010072976799226252,100.03558092528837,-0.0019630779678320165,97.11202851945404,-0.004485738175553089,99.58188153310104,-0.0034389724054065818
11,2001-06-15,97.22250399717905,-0.004737203862947403,98.97909116184552,-0.003283507121843776,99.8467345438045,-0.001887792120934595,95.02113899873801,-0.021530695554332624,99.54660278745645,-0.00035426871938404325
12,2001-06-18,96.72593601615296,-0.005107541573301733,98.66470519654945,-0.003176286644034798,99.99619482854595,0.0014968970735429465,94.22938778492936,-0.008332369219644531,99.45383275261324,-0.0009319256734585668
13,2001-06-19,97.07517594833377,0.003610613105077487,98.88592037678447,0.0022420903178532736,99.53325697735448,-0.004629554674407621,93.12337625483384,-0.01173743729100618,99.49433797909407,0.0004072766766223257
14,2001-06-20,97.96687292593506,0.009185633390722758,99.46929369883354,0.005899457878596248,100.48392414012356,0.009551251427303065,92.02734453027367,-0.011769673401454739,99.647212543554,0.0015365152185047304
